"checksum" "filename" "filesize" "id" "links.download" "links.self" "name" "url" "local_out"
"13" "dd9a8c2ae89a96f1843a93ee588ce978" "real/gold/germline-human-male-weeks_li.rds" "7479372" "fdee7af0-15f6-4466-b505-b61c728a41f2" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/germline-human-male-weeks_li.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/fdee7af0-15f6-4466-b505-b61c728a41f2" "zenodo_1443566_real_gold_germline-human-male-weeks_li" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_germline-human-male-weeks_li.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_germline-human-male-weeks_li.rds"
"14" "aa24824e79f1fcb82dc9ceeea3759680" "real/gold/hematopoiesis-gates_olsson.rds" "2629028" "b75e395b-3228-4b0d-99c6-fd1eaaa0ebc5" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/hematopoiesis-gates_olsson.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/b75e395b-3228-4b0d-99c6-fd1eaaa0ebc5" "zenodo_1443566_real_gold_hematopoiesis-gates_olsson" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_hematopoiesis-gates_olsson.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_hematopoiesis-gates_olsson.rds"
"15" "b0951adb7c517e2688ff913335ee6964" "real/gold/human-embryos_petropoulos.rds" "21314448" "a4a36cf0-39b1-45c5-a840-336419aa0bc2" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/human-embryos_petropoulos.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/a4a36cf0-39b1-45c5-a840-336419aa0bc2" "zenodo_1443566_real_gold_human-embryos_petropoulos" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_human-embryos_petropoulos.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_human-embryos_petropoulos.rds"
"16" "1fd3a5745bdd38d5abc993762c0f5756" "real/gold/macrophage-salmonella_saliba.rds" "929812" "80c140b7-ed69-4a7f-972f-c227a076c0c0" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/macrophage-salmonella_saliba.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/80c140b7-ed69-4a7f-972f-c227a076c0c0" "zenodo_1443566_real_gold_macrophage-salmonella_saliba" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_macrophage-salmonella_saliba.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_macrophage-salmonella_saliba.rds"
"17" "c028b3f994adccf17d7f7c815f3bed73" "real/gold/mESC-differentiation_hayashi.rds" "13862568" "41e9dcf3-6a9f-4338-a4d4-d0e8974cd41b" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/mESC-differentiation_hayashi.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/41e9dcf3-6a9f-4338-a4d4-d0e8974cd41b" "zenodo_1443566_real_gold_mESC-differentiation_hayashi" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_mESC-differentiation_hayashi.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_mESC-differentiation_hayashi.rds"
"18" "cd36fbd7beac1364e120730c5688c782" "real/gold/mesoderm-development_loh.rds" "9210452" "ea3a6662-4f90-41df-b1f3-cc2e9cc15ff0" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/mesoderm-development_loh.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/ea3a6662-4f90-41df-b1f3-cc2e9cc15ff0" "zenodo_1443566_real_gold_mesoderm-development_loh" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_mesoderm-development_loh.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_mesoderm-development_loh.rds"
"19" "a9d6c379994abd437497cb595d57293b" "real/gold/myoblast-differentiation_trapnell.rds" "6299496" "3c701684-5c55-4ab0-9f0d-5628c5559b25" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/myoblast-differentiation_trapnell.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/3c701684-5c55-4ab0-9f0d-5628c5559b25" "zenodo_1443566_real_gold_myoblast-differentiation_trapnell" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_myoblast-differentiation_trapnell.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_myoblast-differentiation_trapnell.rds"
"20" "a348f14ca6c855bd9612362c070d19ad" "real/gold/NKT-differentiation_engel.rds" "2105564" "4b492ed9-d58d-427f-a655-a3a3d8e59108" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/NKT-differentiation_engel.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/4b492ed9-d58d-427f-a655-a3a3d8e59108" "zenodo_1443566_real_gold_NKT-differentiation_engel" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_NKT-differentiation_engel.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_NKT-differentiation_engel.rds"
"21" "456ee90196a33f36471a7af5b3d3fecc" "real/gold/pancreatic-alpha-cell-maturation_zhang.rds" "4785232" "b594555e-f2fb-4692-b2e5-dbb112569b49" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/pancreatic-alpha-cell-maturation_zhang.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/b594555e-f2fb-4692-b2e5-dbb112569b49" "zenodo_1443566_real_gold_pancreatic-alpha-cell-maturation_zhang" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_pancreatic-alpha-cell-maturation_zhang.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_pancreatic-alpha-cell-maturation_zhang.rds"
"22" "6a2776dfad3c21019b9008e986b46383" "real/gold/pancreatic-beta-cell-maturation_zhang.rds" "8509192" "2cc29868-e4b2-4e81-bce5-a606ba3e7ea9" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/pancreatic-beta-cell-maturation_zhang.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/2cc29868-e4b2-4e81-bce5-a606ba3e7ea9" "zenodo_1443566_real_gold_pancreatic-beta-cell-maturation_zhang" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_pancreatic-beta-cell-maturation_zhang.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_pancreatic-beta-cell-maturation_zhang.rds"
"23" "24b243dcf7ec83190be65a20e2184d12" "real/gold/psc-astrocyte-maturation-glia_sloan.rds" "3701120" "328f83fc-4d71-4af7-87c8-b8daf8fe6486" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/psc-astrocyte-maturation-glia_sloan.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/328f83fc-4d71-4af7-87c8-b8daf8fe6486" "zenodo_1443566_real_gold_psc-astrocyte-maturation-glia_sloan" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_psc-astrocyte-maturation-glia_sloan.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_psc-astrocyte-maturation-glia_sloan.rds"
"24" "dc77f7794bad3837082ef42a279f5a57" "real/gold/psc-astrocyte-maturation-neuron_sloan.rds" "1154548" "c7c3033b-7e34-4e8e-89e7-87d13c85b7b7" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/psc-astrocyte-maturation-neuron_sloan.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/c7c3033b-7e34-4e8e-89e7-87d13c85b7b7" "zenodo_1443566_real_gold_psc-astrocyte-maturation-neuron_sloan" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_psc-astrocyte-maturation-neuron_sloan.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_psc-astrocyte-maturation-neuron_sloan.rds"
"25" "3cd0fcc7fd5c578beae2140cd67784c4" "real/gold/stimulated-dendritic-cells-LPS_shalek.rds" "4748912" "25f0dcc8-bfc0-4d7f-b3c9-abb41ca5e703" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/stimulated-dendritic-cells-LPS_shalek.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/25f0dcc8-bfc0-4d7f-b3c9-abb41ca5e703" "zenodo_1443566_real_gold_stimulated-dendritic-cells-LPS_shalek" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_stimulated-dendritic-cells-LPS_shalek.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_stimulated-dendritic-cells-LPS_shalek.rds"
"26" "198e597ef5fa3ec1e0fe82ed12a8c503" "real/gold/stimulated-dendritic-cells-PAM_shalek.rds" "3500032" "4764698a-a334-49cb-9ebe-a1c5f9d9e329" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/stimulated-dendritic-cells-PAM_shalek.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/4764698a-a334-49cb-9ebe-a1c5f9d9e329" "zenodo_1443566_real_gold_stimulated-dendritic-cells-PAM_shalek" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_stimulated-dendritic-cells-PAM_shalek.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_stimulated-dendritic-cells-PAM_shalek.rds"
"27" "b28428864e25c8e8628140b6524e5fde" "real/gold/stimulated-dendritic-cells-PIC_shalek.rds" "3469616" "bc305200-51a3-4b64-8227-d31f5f615641" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/gold/stimulated-dendritic-cells-PIC_shalek.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/bc305200-51a3-4b64-8227-d31f5f615641" "zenodo_1443566_real_gold_stimulated-dendritic-cells-PIC_shalek" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_gold_stimulated-dendritic-cells-PIC_shalek.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_gold_stimulated-dendritic-cells-PIC_shalek.rds"
"28" "dca0870a515dac62c4369ee8d69bd7e5" "real/silver/blastocyst-monkey_nakamura.rds" "3938380" "0cb37acc-7872-4e6f-bcb8-e2f4b7a7b2d3" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/silver/blastocyst-monkey_nakamura.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/0cb37acc-7872-4e6f-bcb8-e2f4b7a7b2d3" "zenodo_1443566_real_silver_blastocyst-monkey_nakamura" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_silver_blastocyst-monkey_nakamura.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_silver_blastocyst-monkey_nakamura.rds"
"29" "6e324504aabac5b255cdca31fde940bc" "real/silver/bone-marrow-mesenchyme-erythrocyte-differentiation_mca.rds" "4392524" "3734a0b9-8aeb-468c-9285-bd46722d0a9a" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/silver/bone-marrow-mesenchyme-erythrocyte-differentiation_mca.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/3734a0b9-8aeb-468c-9285-bd46722d0a9a" "zenodo_1443566_real_silver_bone-marrow-mesenchyme-erythrocyte-differentiation_mca" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_silver_bone-marrow-mesenchyme-erythrocyte-differentiation_mca.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_silver_bone-marrow-mesenchyme-erythrocyte-differentiation_mca.rds"
"30" "8b58df3dcbfe09f1a3412d41cabfcee1" "real/silver/cell-cycle_leng.rds" "3738704" "89841bb8-4665-43ac-ba0d-10dbb37dfd62" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/silver/cell-cycle_leng.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/89841bb8-4665-43ac-ba0d-10dbb37dfd62" "zenodo_1443566_real_silver_cell-cycle_leng" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_silver_cell-cycle_leng.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_silver_cell-cycle_leng.rds"
"31" "fd2fe82ef32db283e975f7381d2af616" "real/silver/cortical-interneuron-differentiation_frazer.rds" "3647076" "b225fcc8-a5a2-4dc8-9921-c96055f3a3a0" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/silver/cortical-interneuron-differentiation_frazer.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/b225fcc8-a5a2-4dc8-9921-c96055f3a3a0" "zenodo_1443566_real_silver_cortical-interneuron-differentiation_frazer" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_silver_cortical-interneuron-differentiation_frazer.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_silver_cortical-interneuron-differentiation_frazer.rds"
"32" "492d1a885650e2b1831948417dde955f" "real/silver/dentate-gyrus-neurogenesis_hochgerner.rds" "5459812" "109798ac-371b-4333-ba0a-258bc0164da3" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/silver/dentate-gyrus-neurogenesis_hochgerner.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/109798ac-371b-4333-ba0a-258bc0164da3" "zenodo_1443566_real_silver_dentate-gyrus-neurogenesis_hochgerner" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_silver_dentate-gyrus-neurogenesis_hochgerner.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_silver_dentate-gyrus-neurogenesis_hochgerner.rds"
"33" "659e0c755579bcce11d6a33727e1e18e" "real/silver/distal-lung-epithelium_treutlein.rds" "316420" "40f930a4-a872-44fe-8c39-60a300e45445" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/silver/distal-lung-epithelium_treutlein.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/40f930a4-a872-44fe-8c39-60a300e45445" "zenodo_1443566_real_silver_distal-lung-epithelium_treutlein" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_silver_distal-lung-epithelium_treutlein.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_silver_distal-lung-epithelium_treutlein.rds"
"34" "ecabd62bfc19ed723a0efb6b834c5403" "real/silver/embronic-mesenchyme-neuron-differentiation_mca.rds" "454152" "29fe56e2-3adf-4574-bc4d-cd43d9308ee1" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/silver/embronic-mesenchyme-neuron-differentiation_mca.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/29fe56e2-3adf-4574-bc4d-cd43d9308ee1" "zenodo_1443566_real_silver_embronic-mesenchyme-neuron-differentiation_mca" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_silver_embronic-mesenchyme-neuron-differentiation_mca.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_silver_embronic-mesenchyme-neuron-differentiation_mca.rds"
"35" "2c28ddf3b20af4294fa4d06c98f76a43" "real/silver/embryonic-mesenchyme-stromal-cell-cxcl14-cxcl12-axis_mca.rds" "801336" "66778db7-4bed-4a77-90c2-5cd1b4f568b5" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/silver/embryonic-mesenchyme-stromal-cell-cxcl14-cxcl12-axis_mca.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/66778db7-4bed-4a77-90c2-5cd1b4f568b5" "zenodo_1443566_real_silver_embryonic-mesenchyme-stromal-cell-cxcl14-cxcl12-axis_mca" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_silver_embryonic-mesenchyme-stromal-cell-cxcl14-cxcl12-axis_mca.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_silver_embryonic-mesenchyme-stromal-cell-cxcl14-cxcl12-axis_mca.rds"
"36" "4514289d76a551fad9ee184555b6bf81" "real/silver/epiblast-monkey_nakamura.rds" "1947112" "bfdfc1a8-0c0c-4f8d-9f8d-a60ede557cd8" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/silver/epiblast-monkey_nakamura.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/bfdfc1a8-0c0c-4f8d-9f8d-a60ede557cd8" "zenodo_1443566_real_silver_epiblast-monkey_nakamura" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_silver_epiblast-monkey_nakamura.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_silver_epiblast-monkey_nakamura.rds"
"37" "78cbacfe69990737352553365cbd9d3b" "real/silver/epidermis-hair-IFE_joost.rds" "2270672" "853b62e6-e97a-4d29-8028-47d1a3dbc13f" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/silver/epidermis-hair-IFE_joost.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/853b62e6-e97a-4d29-8028-47d1a3dbc13f" "zenodo_1443566_real_silver_epidermis-hair-IFE_joost" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_silver_epidermis-hair-IFE_joost.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_silver_epidermis-hair-IFE_joost.rds"
"38" "3e25038b9e4bc08cbd869516288a1ec7" "real/silver/epidermis-hair-spatial_joost.rds" "2284944" "2fcc21fe-fb62-41a4-ba32-37749ffea733" "https://zenodo.org/api/files/8b17ae8e-2fd8-4ab6-9b3b-a1def87cdf34/real/silver/epidermis-hair-spatial_joost.rds" "https://zenodo.org/api/deposit/depositions/1443566/files/2fcc21fe-fb62-41a4-ba32-37749ffea733" "zenodo_1443566_real_silver_epidermis-hair-spatial_joost" "https://github.com/dynverse/dyngen/raw/data_files/zenodo_1443566_real_silver_epidermis-hair-spatial_joost.rds" "/tmp/RtmpZdE7os/file4d89176a3c47a/zenodo_1443566_real_silver_epidermis-hair-spatial_joost.rds"
